DATA,TIPO,DEBITO,CREDITO,DESCRICAO COMPLETA,VALOR,UNIDADE DE NEGOCIO,CR
31/08/2023,MANUAL,2.1.2.02.01.015,3.2.3.01.02.010,P/ VLR DE DESC DE FOLHA DE CUSTO (105) CARTAO ALIMENTACAO,58.8,UN03,CR3010
31/08/2023,MANUAL,2.1.2.02.01.015,1.1.2.03.01.001,P/ VLR DE DESC DE FOLHA DE CUSTO (111) ADIANT AUTOMATICO,1624.0,UN03,CR3010
31/08/2023,MANUAL,2.1.2.02.01.015,3.2.3.01.01.010,P/ VLR DE DESC DE FOLHA DE CUSTO (113) TROCO ANTERIOR,0.3,UN03,CR3010
31/08/2023,MANUAL,2.1.2.02.01.015,3.2.3.01.01.010,P/ VLR DE DESC DE FOLHA DE CUSTO (141) DESC.HORAS,0.18,UN03,CR3010
31/08/2023,MANUAL,2.1.2.02.01.015,4.9.1.01.01.006,P/ VLR DE DESC DE FOLHA DE CUSTO (161) SEGURO DE VIDA,6.0,UN03,CR3010
31/08/2023,MANUAL,2.1.2.02.01.015,1.1.2.07.01.007,P/ VLR DE DESC DE FOLHA DE CUSTO (162) ASSISTENCIA MEDICA,20.0,UN03,CR3010
31/08/2023,MANUAL,3.2.3.01.01.040,2.1.2.02.01.030,P/ VLR DE DESP CUSTO VALOR FGTS,385.03,UN03,CR3010
31/08/2023,MANUAL,3.3.2.01.01.010,2.1.2.02.01.015,P/ VLR DE CUSTO (001) SALARIO NORMAL,4313.56,UN03,CR3011
31/08/2023,MANUAL,3.3.2.01.01.010,2.1.2.02.01.015,P/ VLR DE CUSTO (004) DESCANSO SEM REM (A),43.69,UN03,CR3011
31/08/2023,MANUAL,3.3.2.01.01.010,2.1.2.02.01.015,P/ VLR DE CUSTO (030) HORA EXTRA 70%,227.16,UN03,CR3011
31/08/2023,MANUAL,3.2.3.01.01.010,2.1.2.02.01.015,P/ VLR DE CUSTO (100) ARREDONDAMENT DO MES,1.6,UN03,CR3011
31/08/2023,MANUAL,2.1.2.02.01.015,2.1.2.02.01.025,P/ VLR DE DESC DE FOLHA DE CUSTO (101) I.N.S.S,371.72,UN03,CR3011
31/08/2023,MANUAL,2.1.2.02.01.015,3.2.3.01.02.010,P/ VLR DE DESC DE FOLHA DE CUSTO (105) CARTAO ALIMENTACAO,58.8,UN03,CR3011
31/08/2023,MANUAL,2.1.2.02.01.015,1.1.2.03.01.001,P/ VLR DE DESC DE FOLHA DE CUSTO (111) ADIANT AUTOMATICO,1726.0,UN03,CR3011
31/08/2023,MANUAL,2.1.2.02.01.015,3.2.3.01.01.010,P/ VLR DE DESC DE FOLHA DE CUSTO (113) TROCO ANTERIOR,0.9600000000000001,UN03,CR3011
31/08/2023,MANUAL,2.1.2.02.01.015,4.9.1.01.01.001,P/ VLR DE DESC DE FOLHA DE CUSTO (125) REFEICAO,168.0,UN03,CR3011
31/08/2023,MANUAL,2.1.2.02.01.015,3.2.3.01.01.010,P/ VLR DE DESC DE FOLHA DE CUSTO (141) DESC.HORAS,14.12,UN03,CR3011
31/08/2023,MANUAL,2.1.2.02.01.015,4.9.1.01.01.008,P/ VLR DE DESC DE FOLHA DE CUSTO (145) VALE TRANSPORTE (P),129.41,UN03,CR3011
31/08/2023,MANUAL,2.1.2.02.01.015,4.9.1.01.01.006,P/ VLR DE DESC DE FOLHA DE CUSTO (161) SEGURO DE VIDA,6.0,UN03,CR3011
31/08/2023,MANUAL,2.1.2.02.01.015,1.1.2.07.01.007,P/ VLR DE DESC DE FOLHA DE CUSTO (162) ASSISTENCIA MEDICA,10.0,UN03,CR3011
31/08/2023,MANUAL,3.2.3.01.01.040,2.1.2.02.01.030,P/ VLR DE DESP CUSTO VALOR FGTS,365.62,UN03,CR3011
31/08/2023,MANUAL,3.3.2.01.01.010,2.1.2.02.01.015,P/ VLR DE CUSTO (001) SALARIO NORMAL,6882.1900000000005,UN03,CR3013
31/08/2023,MANUAL,3.3.2.01.01.010,2.1.2.02.01.015,P/ VLR DE CUSTO (004) DESCANSO SEM REM (A),207.04000000000002,UN03,CR3013
31/08/2023,MANUAL,3.3.2.01.01.010,2.1.2.02.01.015,P/ VLR DE CUSTO (010) ADICION.NOTURNO,153.21,UN03,CR3013
31/08/2023,MANUAL,3.3.2.01.01.010,2.1.2.02.01.015,P/ VLR DE CUSTO (030) HORA EXTRA 70%,141.09,UN03,CR3013
31/08/2023,MANUAL,3.3.2.01.01.010,2.1.2.02.01.015,P/ VLR DE CUSTO (033) HORA EXTRA 110%,701.14,UN03,CR3013
31/08/2023,MANUAL,3.3.2.01.01.010,2.1.2.02.01.015,P/ VLR DE DESC DE FOLHA DE CUSTO (040) HORA EXTRA NOTURNA 70%,39.81,UN03,CR3013
31/08/2023,MANUAL,3.3.1.01.02.010,2.1.2.02.01.015,P/ VLR DE CUSTO (098) HE INTRAJORNADA,41.33,UN03,CR3013
31/08/2023,MANUAL,3.2.3.01.01.010,2.1.2.02.01.015,P/ VLR DE CUSTO (100) ARREDONDAMENT DO MES,0.9299999999999999,UN03,CR3013
31/08/2023,MANUAL,2.1.2.02.01.015,2.1.2.02.01.025,P/ VLR DE DESC DE FOLHA DE CUSTO (101) I.N.S.S,694.5600000000001,UN03,CR3013
31/08/2023,MANUAL,2.1.2.02.01.015,3.2.3.01.02.010,P/ VLR DE DESC DE FOLHA DE CUSTO (105) CARTAO ALIMENTACAO,88.19999999999999,UN03,CR3013
31/08/2023,MANUAL,2.1.2.02.01.015,1.1.2.03.01.001,P/ VLR DE DESC DE FOLHA DE CUSTO (111) ADIANT AUTOMATICO,2754.35,UN03,CR3013
31/08/2023,MANUAL,2.1.2.02.01.015,3.2.3.01.01.010,P/ VLR DE DESC DE FOLHA DE CUSTO (113) TROCO ANTERIOR,1.6300000000000001,UN03,CR3013
31/08/2023,MANUAL,2.1.2.02.01.015,3.2.3.01.01.010,P/ VLR DE DESC DE FOLHA DE CUSTO (141) DESC.HORAS,39.58,UN03,CR3013
31/08/2023,MANUAL,2.1.2.02.01.015,4.9.1.01.01.006,P/ VLR DE DESC DE FOLHA DE CUSTO (161) SEGURO DE VIDA,9.0,UN03,CR3013
31/08/2023,MANUAL,2.1.2.02.01.015,1.1.2.07.01.007,P/ VLR DE DESC DE FOLHA DE CUSTO (162) ASSISTENCIA MEDICA,20.0,UN03,CR3013
31/08/2023,MANUAL,2.1.2.02.01.015,2.1.2.02.01.050,P/ VLR DE DESC DE FOLHA DE CUSTO (174) PENSAO ALIMENTICIA,539.42,UN03,CR3013
31/08/2023,MANUAL,3.2.3.01.01.040,2.1.2.02.01.030,P/ VLR DE DESP CUSTO VALOR FGTS,650.09,UN03,CR3013
31/08/2023,MANUAL,3.3.2.01.01.010,2.1.2.02.01.015,P/ VLR DE CUSTO (001) SALARIO NORMAL,12729.14,UN03,CR3014
31/08/2023,MANUAL,3.3.2.01.01.010,2.1.2.02.01.015,P/ VLR DE CUSTO (004) DESCANSO SEM REM (A),400.49,UN03,CR3014
31/08/2023,MANUAL,3.3.2.01.01.010,2.1.2.02.01.015,P/ VLR DE CUSTO (010) ADICION.NOTURNO,966.72,UN03,CR3014
31/08/2023,MANUAL,2.1.2.02.02.010,2.1.2.02.01.015,P/ VLR DE CUSTO (016) ABONO DE FERIAS,1261.75,UN03,CR3014
31/08/2023,MANUAL,2.1.2.02.02.010,2.1.2.02.01.015,P/ VLR DE CUSTO (018) ADIC 1/3 FERIAS ABON,420.58,UN03,CR3014
31/08/2023,MANUAL,3.3.2.01.01.010,2.1.2.02.01.015,P/ VLR DE CUSTO (030) HORA EXTRA 70%,512.76,UN03,CR3014
31/08/2023,MANUAL,3.3.2.01.01.010,2.1.2.02.01.015,P/ VLR DE CUSTO (033) HORA EXTRA 110%,3.71,UN03,CR3014
31/08/2023,MANUAL,3.3.2.01.01.010,2.1.2.02.01.015,P/ VLR DE DESC DE FOLHA DE CUSTO (040) HORA EXTRA NOTURNA 70%,599.34,UN03,CR3014
31/08/2023,MANUAL,3.2.3.01.01.010,2.1.2.02.01.015,P/ VLR DE CUSTO (100) ARREDONDAMENT DO MES,2.04,UN03,CR3014
31/08/2023,MANUAL,2.1.2.02.01.015,2.1.2.02.01.025,P/ VLR DE DESC DE FOLHA DE CUSTO (101) I.N.S.S,1389.12,UN03,CR3014
31/08/2023,MANUAL,2.1.2.02.01.015,3.2.3.01.02.010,P/ VLR DE DESC DE FOLHA DE CUSTO (105) CARTAO ALIMENTACAO,97.6,UN03,CR3014
31/08/2023,MANUAL,2.1.2.02.01.015,1.1.2.03.01.001,P/ VLR DE DESC DE FOLHA DE CUSTO (111) ADIANT AUTOMATICO,5094.5,UN03,CR3014
31/08/2023,MANUAL,2.1.2.02.01.015,3.2.3.01.01.010,P/ VLR DE DESC DE FOLHA DE CUSTO (113) TROCO ANTERIOR,2.03,UN03,CR3014
31/08/2023,MANUAL,2.1.2.02.01.015,1.1.2.03.01.002,P/ VLR DE DESC DE FOLHA DE CUSTO (116) ABONO DE FERIAS,1682.33,UN03,CR3014
31/08/2023,MANUAL,2.1.2.02.01.015,3.2.3.01.02.010,P/ VLR DE DESC DE FOLHA DE CUSTO (123) CESTA BASICA,24.4,UN03,CR3014
31/08/2023,MANUAL,2.1.2.02.01.015,4.9.1.01.01.001,P/ VLR DE DESC DE FOLHA DE CUSTO (125) REFEICAO,462.5,UN03,CR3014
31/08/2023,MANUAL,2.1.2.02.01.015,3.2.3.01.01.010,P/ VLR DE DESC DE FOLHA DE CUSTO (141) DESC.HORAS,6.83,UN03,CR3014
31/08/2023,MANUAL,2.1.2.02.01.015,1.1.2.03.04.001,P/ VLR DE DESC DE FOLHA DE CUSTO (160) EMPRESTIMO,1444.44,UN03,CR3014
31/08/2023,MANUAL,2.1.2.02.01.015,4.9.1.01.01.006,P/ VLR DE DESC DE FOLHA DE CUSTO (161) SEGURO DE VIDA,15.0,UN03,CR3014
31/08/2023,MANUAL,2.1.2.02.01.015,1.1.2.07.01.007,P/ VLR DE DESC DE FOLHA DE CUSTO (162) ASSISTENCIA MEDICA,50.0,UN03,CR3014
31/08/2023,MANUAL,2.1.2.02.01.015,2.1.2.02.02.045,P/ VLR DE DESC DE FOLHA DE CUSTO (190) I.R.R.F.,66.78,UN03,CR3014
31/08/2023,MANUAL,3.2.3.01.01.040,2.1.2.02.01.030,P/ VLR DE DESP CUSTO VALOR FGTS,1216.3899999999999,UN03,CR3014
31/08/2023,MANUAL,3.3.2.01.01.010,2.1.2.02.01.015,P/ VLR DE CUSTO (001) SALARIO NORMAL,12032.580000000002,UN03,CR3020
31/08/2023,MANUAL,3.3.2.01.01.010,2.1.2.02.01.015,P/ VLR DE CUSTO (004) DESCANSO SEM REM (A),221.79,UN03,CR3020
31/08/2023,MANUAL,3.3.2.01.01.010,2.1.2.02.01.015,P/ VLR DE CUSTO (010) ADICION.NOTURNO,954.0699999999999,UN03,CR3020
31/08/2023,MANUAL,3.3.2.01.01.010,2.1.2.02.01.015,P/ VLR DE CUSTO (030) HORA EXTRA 70%,165.15999999999997,UN03,CR3020
31/08/2023,MANUAL,3.3.2.01.01.010,2.1.2.02.01.015,P/ VLR DE DESC DE FOLHA DE CUSTO (040) HORA EXTRA NOTURNA 70%,34.86,UN03,CR3020
31/08/2023,MANUAL,3.3.2.01.01.010,2.1.2.02.01.015,P/ VLR DE CUSTO (051) SAL QUITACAO - DEMIS,1962.89,UN03,CR3020
31/08/2023,MANUAL,2.1.2.02.02.025,2.1.2.02.01.015,P/ VLR DE CUSTO (055) 13o PROPORC -DEMISS,338.05,UN03,CR3020
31/08/2023,MANUAL,3.2.3.01.01.010,2.1.2.02.01.015,P/ VLR DE CUSTO (100) ARREDONDAMENT DO MES,1.95,UN03,CR3020
31/08/2023,MANUAL,2.1.2.02.01.015,2.1.2.02.01.025,P/ VLR DE DESC DE FOLHA DE CUSTO (101) I.N.S.S,1407.45,UN03,CR3020
31/08/2023,MANUAL,2.1.2.02.01.015,2.1.2.02.01.025,P/ VLR DE DESC DE FOLHA DE CUSTO (103) INSS S/13o SALARIO,25.35,UN03,CR3020
31/08/2023,MANUAL,2.1.2.02.01.015,3.2.3.01.02.010,P/ VLR DE DESC DE FOLHA DE CUSTO (105) CARTAO ALIMENTACAO,129.0,UN03,CR3020
31/08/2023,MANUAL,2.1.2.02.01.015,1.1.2.03.01.001,P/ VLR DE DESC DE FOLHA DE CUSTO (111) ADIANT AUTOMATICO,5626.88,UN03,CR3020
31/08/2023,MANUAL,2.1.2.02.01.015,3.2.3.01.01.010,P/ VLR DE DESC DE FOLHA DE CUSTO (113) TROCO ANTERIOR,2.54,UN03,CR3020
31/08/2023,MANUAL,2.1.2.02.01.015,4.9.1.01.01.001,P/ VLR DE DESC DE FOLHA DE CUSTO (125) REFEICAO,552.0,UN03,CR3020
31/08/2023,MANUAL,2.1.2.02.01.015,3.2.3.01.01.010,P/ VLR DE DESC DE FOLHA DE CUSTO (141) DESC.HORAS,24.01,UN03,CR3020
31/08/2023,MANUAL,2.1.2.02.01.015,4.9.1.01.01.008,P/ VLR DE DESC DE FOLHA DE CUSTO (145) VALE TRANSPORTE (P),251.11,UN03,CR3020
31/08/2023,MANUAL,2.1.2.02.01.015,2.1.2.02.01.065,P/ VLR DE DESC DE FOLHA DE CUSTO (152) LIQUIDO QUITACAO,1285.95,UN03,CR3020
31/08/2023,MANUAL,2.1.2.02.01.015,1.1.2.03.04.001,P/ VLR DE DESC DE FOLHA DE CUSTO (160) EMPRESTIMO,433.33,UN03,CR3020
31/08/2023,MANUAL,2.1.2.02.01.015,4.9.1.01.01.006,P/ VLR DE DESC DE FOLHA DE CUSTO (161) SEGURO DE VIDA,12.0,UN03,CR3020
31/08/2023,MANUAL,2.1.2.02.01.015,1.1.2.07.01.007,P/ VLR DE DESC DE FOLHA DE CUSTO (162) ASSISTENCIA MEDICA,30.0,UN03,CR3020
31/08/2023,MANUAL,2.1.2.02.01.015,2.1.2.02.02.045,P/ VLR DE DESC DE FOLHA DE CUSTO (190) I.R.R.F.,27.1,UN03,CR3020
31/08/2023,MANUAL,2.1.2.02.02.010,2.1.2.02.01.015,P/ VLR DE DESC CUSTO (267) FÉRIAS PROPORCIONAIS,169.03,UN03,CR3020
31/08/2023,MANUAL,2.1.2.02.02.010,2.1.2.02.01.015,P/ VLR DE DESC CUSTO (268) 1/3 FÉRIAS PROPORCIONAIS,56.34,UN03,CR3020
31/08/2023,MANUAL,3.2.3.01.01.040,2.1.2.02.01.030,P/ VLR DE DESP CUSTO VALOR FGTS,1254.8,UN03,CR3020
31/08/2023,MANUAL,3.3.2.01.01.010,2.1.2.02.01.015,P/ VLR DE CUSTO (001) SALARIO NORMAL,4980.72,UN01,CR4004
31/08/2023,MANUAL,3.3.2.01.01.010,2.1.2.02.01.015,P/ VLR DE CUSTO (004) DESCANSO SEM REM (A),80.22,UN01,CR4004
31/08/2023,MANUAL,3.3.2.01.01.010,2.1.2.02.01.015,P/ VLR DE CUSTO (012) ADC PERICULOSIDADE,1483.67,UN01,CR4004
31/08/2023,MANUAL,3.3.2.01.01.010,2.1.2.02.01.015,P/ VLR DE CUSTO (030) HORA EXTRA 70%,57.88,UN01,CR4004
31/08/2023,MANUAL,3.3.2.01.01.010,2.1.2.02.01.015,P/ VLR DE CUSTO (033) HORA EXTRA 110%,359.24,UN01,CR4004
31/08/2023,MANUAL,3.2.3.01.01.010,2.1.2.02.01.015,P/ VLR DE CUSTO (100) ARREDONDAMENT DO MES,1.0,UN01,CR4004
31/08/2023,MANUAL,2.1.2.02.01.015,2.1.2.02.01.025,P/ VLR DE DESC DE FOLHA DE CUSTO (101) I.N.S.S,637.28,UN01,CR4004
31/08/2023,MANUAL,2.1.2.02.01.015,1.1.2.03.01.001,P/ VLR DE DESC DE FOLHA DE CUSTO (111) ADIANT AUTOMATICO,1992.8999999999999,UN01,CR4004
31/08/2023,MANUAL,2.1.2.02.01.015,3.2.3.01.01.010,P/ VLR DE DESC DE FOLHA DE CUSTO (113) TROCO ANTERIOR,1.38,UN01,CR4004
31/08/2023,MANUAL,2.1.2.02.01.015,3.2.3.01.02.010,P/ VLR DE DESC DE FOLHA DE CUSTO (123) CESTA BASICA,45.8,UN01,CR4004
31/08/2023,MANUAL,2.1.2.02.01.015,4.9.1.01.01.001,P/ VLR DE DESC DE FOLHA DE CUSTO (125) REFEICAO,206.88,UN01,CR4004
31/08/2023,MANUAL,2.1.2.02.01.015,3.2.3.01.01.010,P/ VLR DE DESC DE FOLHA DE CUSTO (141) DESC.HORAS,35.17,UN01,CR4004
31/08/2023,MANUAL,2.1.2.02.01.015,4.9.1.01.01.008,P/ VLR DE DESC DE FOLHA DE CUSTO (145) VALE TRANSPORTE (P),137.02,UN01,CR4004
31/08/2023,MANUAL,2.1.2.02.01.015,4.4.1.01.12.007,P/ VLR DE DESC DE FOLHA DE CUSTO (153) CONVENIO FARMACIA,101.3,UN01,CR4004
31/08/2023,MANUAL,2.1.2.02.01.015,4.9.1.01.01.006,P/ VLR DE DESC DE FOLHA DE CUSTO (161) SEGURO DE VIDA,6.0,UN01,CR4004
31/08/2023,MANUAL,2.1.2.02.01.015,1.1.2.07.01.007,P/ VLR DE DESC DE FOLHA DE CUSTO (162) ASSISTENCIA MEDICA,10.0,UN01,CR4004
31/08/2023,MANUAL,3.2.3.01.01.040,2.1.2.02.01.030,P/ VLR DE DESP CUSTO VALOR FGTS,554.11,UN01,CR4004
